date,tic,open,high,low,close,volume,day
2019-01-02,AAPL,36.45633193120033,37.85719832521488,36.41644036421319,37.50373077392578,146912886.99349853,2
2019-01-02,AXP,85.7207562984022,86.6815493183667,85.65454731520597,86.6264419555664,3984641.148831311,2
2019-01-02,BA,294.09240760981567,315.27628000884096,293.6660229037625,314.6451416015625,2578191.052078498,2
2019-01-02,BAC,20.36349513236096,21.012273053632548,20.355484018123157,20.945085525512688,42664407.83983286,2
2019-01-02,CAT,109.30680569336009,109.45531054042776,107.43133772405868,108.02358245849608,5430470.373411534,2
2019-01-02,CSCO,33.99648064124918,34.52288535200251,33.941519527640104,34.47219467163086,16968147.33614301,2
2019-01-02,CVX,78.79731964948985,80.81916405640995,78.46234199559613,80.60424041748047,5264373.088715147,2
2019-01-02,DIS,104.63931000716934,105.2425282200024,104.25812250622077,105.17746734619139,10039795.68096495,2
2019-01-02,GS,140.70384811107044,146.03603294936104,140.1678662074983,145.39164733886716,1736229.0851903749,2
2019-01-02,HD,140.1730555134543,144.54706717850198,139.92456137605376,144.20375061035156,2953169.663363188,2
2019-01-02,IBM,78.66482918537105,80.8826369668842,78.49704402538367,80.73319244384766,4636065.365357886,2
2019-01-02,INTC,40.723108184561895,40.78265024143881,40.5116052576068,40.5180549621582,18113372.585872494,2
2019-01-02,JNJ,105.49734202344983,105.67000963634537,104.17735910603864,104.3878936767578,8400055.596932571,2
2019-01-02,JPM,77.85599086808367,80.99764288473926,77.67335822104135,80.8365249633789,13319974.958039835,2
2019-01-02,KO,37.50467663979004,37.652806178168106,37.452022060590494,37.58268737792969,11047760.12929607,2
2019-01-02,MCD,148.9826387372533,149.02337882858106,148.75157388938484,148.79776000976562,5898454.537588567,2
2019-01-02,MMM,119.90957000215151,123.56234095191563,119.66436412654659,123.29773712158205,2910526.407534968,2
2019-01-02,MRK,57.06371117295171,57.91675828468197,56.932441020585294,57.638221740722656,9591570.804880504,2
2019-01-02,MSFT,92.92234895727623,94.51429275359766,92.30342842288024,94.39716339111328,27467887.519895367,2
2019-01-02,NKE,66.67645096453496,67.30034797009833,66.58453047789291,67.15416717529297,4576042.0316253975,2
2019-01-02,PFE,29.06516860474305,29.299767011760277,29.049780926569483,29.294363021850582,15395898.45663856,2
2019-01-02,PG,75.40047358149559,76.0695093014646,75.32959208063576,75.91564178466797,8434036.174680186,2
2019-01-02,RTX,56.84281611627631,58.0500542013413,56.693248859481656,57.58248519897461,7445858.044682524,2
2019-01-02,TRV,100.64377417132576,100.7485020400728,100.5986756637908,100.62242889404295,830956.0822947294,2
2019-01-02,UNH,219.3788971599415,219.44206544855473,214.94025811313278,215.45315551757807,2490228.108545384,2
2019-01-02,V,124.85956728792037,126.60526780131138,124.4024398359443,126.32943725585938,4993429.766579132,2
2019-01-02,WMT,27.288062012863705,27.967623922913592,27.261979930053947,27.96704864501953,16447140.618915413,2
2019-01-02,XOM,46.753609146764035,50.024149737783176,46.748255478703996,50.00184631347656,12166652.933163678,2
2019-01-03,AAPL,37.426939243912436,37.75732891356932,37.371401018124125,37.72202592255022,107713666.77805483,3
2019-01-03,AXP,86.37840093790281,87.46797853353004,86.30447392534741,86.80700548560468,1843196.893590537,3
2019-01-03,BA,312.42788256872973,323.46967939261236,312.0196492059342,321.8637305346113,3490807.2188647497,3
2019-01-03,BAC,20.71440465625141,22.930718814296377,20.65615676484935,22.83443635327101,47036470.57282942,3
2019-01-03,CAT,107.73758309711833,108.32433796129752,107.38335712289137,107.953870529934,3175001.123748437,3
2019-01-03,CSCO,34.21612061922978,34.64571983065106,34.14943625965475,34.57408150480796,16521425.255741632,3
2019-01-03,CVX,80.0679221628288,80.21278051512698,79.72960834108385,79.92917572754787,5714125.986379209,3
2019-01-03,DIS,105.23657123156694,106.01330788166867,104.99992318436863,105.62041376266347,13176506.166995602,3
2019-01-03,GS,145.98272651999565,146.63894378020572,145.6043480693142,146.48214232641487,1786303.9346130297,3
2019-01-03,HD,145.37202520554985,145.5093024263855,142.65446677443066,143.1222737018528,4293979.761629506,3
2019-01-03,IBM,80.62190467979516,82.65144349263805,80.54367057950911,82.2175352742018,4959100.66327842,3
2019-01-03,INTC,40.27462793544779,40.48121600724145,40.202704240564614,40.442263724134484,15822715.824991208,3
2019-01-03,JNJ,104.29236589055785,106.27811638316778,104.19667245755475,105.78458881085608,8742158.962618455,3
2019-01-03,JPM,81.04562016774791,81.0512206820011,79.622974622856,80.04224806358819,7437530.298674559,3
2019-01-03,KO,37.34836179926321,37.45527118914328,37.26669873286939,37.38184390712867,5684800.695476802,3
2019-01-03,MCD,148.71537326194135,149.16035609960906,148.61827946416307,148.92313146556643,2699835.144093578,3
2019-01-03,MMM,122.96661062452895,134.20660362936982,121.86302993345535,133.96800831956693,2902858.724078484,3
2019-01-03,MRK,57.94238814730515,57.98045997110011,57.193254456972106,57.518994292900736,11882135.501434442,3
2019-01-03,MSFT,95.0101601245683,95.31215294826914,94.72055590282305,94.88886685801499,27343735.82308126,3
2019-01-03,NKE,66.89685900182417,67.90181931576512,66.78079936882736,67.64387485995739,4972217.41395406,3
2019-01-03,PFE,29.267981052157015,29.7822120610734,29.143461510477266,29.762668679781463,18899591.31617577,3
2019-01-03,PG,75.92631735852079,76.26733233716458,75.06341274729844,75.10057939259949,5284661.071693782,3
2019-01-03,RTX,57.47630182342356,57.616093120458885,57.32125433045535,57.55455765632463,8813756.111296194,3
2019-01-03,TRV,101.12082468299903,101.61788729904963,101.02369267534112,101.12252519684002,1079880.5489209052,3
2019-01-03,UNH,216.6216578863732,216.82944269808658,210.88380955246816,211.49353989858602,3370745.2895117644,3
2019-01-03,V,126.71430096741011,126.97143733410329,126.699009793477,126.7227381204661,7471264.492632642,3
2019-01-03,WMT,28.00553202925054,28.211047399150004,27.97767958634727,28.194796395440477,7860677.358239314,3
2019-01-03,XOM,49.86024962073759,49.88643889965034,48.96009636806505,49.046504138790056,21933765.826870263,3
2019-01-04,AAPL,38.85022450588756,38.92286084085567,38.27175508526299,38.581053127975345,75658357.376688,4
2019-01-04,AXP,86.78859435244695,86.85033301070943,86.53026403214747,86.75148028754616,2912207.1397080766,4
2019-01-04,BA,327.07770056402387,327.4104554395273,325.69084195688987,325.7881481819724,3148171.216874106,4
2019-01-04,BAC,23.26629217379939,23.319990324709455,23.015073636828532,23.086330466457916,63974190.12779482,4
2019-01-04,CAT,106.82156363698718,109.44756324443583,106.09257546473698,108.78030413134758,2780769.1307496484,4
2019-01-04,CSCO,34.344285536520765,34.345283101355044,34.06131689997854,34.12236470260021,20336446.48259925,4
2019-01-04,CVX,80.7474406763791,81.12107732132014,80.37263222876918,80.44464201114793,6975016.681178268,4
2019-01-04,DIS,104.26538045253717,104.50472508721673,103.65840000708675,103.67252890513059,14868821.75497372,4
2019-01-04,GS,146.41496931291792,148.09969727024946,145.73985799257576,147.48480662290896,1599172.6087192069,4
2019-01-04,HD,141.72580266914576,143.28217717016602,141.59110153476664,142.5485056490724,6100184.9184710365,4
2019-01-04,IBM,83.14255922827184,83.4591215919094,82.04882613317028,82.27497402496894,4416676.7734970525,4
2019-01-04,INTC,40.41583507999433,40.619667432051536,40.103964712063366,40.20969024820973,17874789.7568909,4
